編號,樣本ID,完整檔名,檔案大小(MB)
1,DRR019499,DRR019499_1.fastq,14401.54
2,DRR019499,DRR019499_2.fastq,14401.54
3,ERR2031964,ERR2031964_1.fastq,7283.22
4,ERR2031964,ERR2031964_2.fastq,7307.13
5,ERR2696421,ERR2696421_1.fastq,2642.56
6,ERR2696422,ERR2696422_1.fastq,2873.62
7,ERR2696423,ERR2696423_1.fastq,2244.4
8,ERR2696424,ERR2696424_1.fastq,2040.07
9,ERR2696425,ERR2696425_1.fastq,2812.94
10,ERR2696426,ERR2696426_1.fastq,2952.4
11,ERR2696427,ERR2696427_1.fastq,2702.35
12,ERR2696428,ERR2696428_1.fastq,2455.37
13,ERR317241,ERR317241_1.fastq,3422.62
14,ERR317241,ERR317241_2.fastq,3422.62
15,ERR317255,ERR317255_1.fastq,3640.45
16,ERR317255,ERR317255_2.fastq,3640.45
17,ERR317256,ERR317256_1.fastq,3360.73
18,ERR317256,ERR317256_2.fastq,3360.73
19,ERR317261,ERR317261_1.fastq,2880.45
20,ERR317261,ERR317261_2.fastq,2880.45
21,ERR317264,ERR317264_1.fastq,12135.0
22,ERR317264,ERR317264_2.fastq,12135.0
23,ERR317272,ERR317272_1.fastq,9148.7
24,ERR317272,ERR317272_2.fastq,9148.7
25,ERR317274,ERR317274_1.fastq,7532.8
26,ERR317274,ERR317274_2.fastq,7532.8
27,ERR317275,ERR317275_1.fastq,9108.29
28,ERR317275,ERR317275_2.fastq,9108.29
29,ERR317281,ERR317281_1.fastq,8466.69
30,ERR317281,ERR317281_2.fastq,8466.69
31,ERR317283,ERR317283_1.fastq,2555.83
32,ERR317283,ERR317283_2.fastq,2555.83
33,ERR317284,ERR317284_1.fastq,7592.55
34,ERR317284,ERR317284_2.fastq,7592.55
35,ERR317288,ERR317288_1.fastq,6747.1
36,ERR317288,ERR317288_2.fastq,6747.1
37,ERR317289,ERR317289_1.fastq,2092.41
38,ERR317289,ERR317289_2.fastq,2092.41
39,ERR317296,ERR317296_1.fastq,3322.67
40,ERR317296,ERR317296_2.fastq,3322.67
41,ERR317297,ERR317297_1.fastq,5799.38
42,ERR317297,ERR317297_2.fastq,5799.38
43,ERR317302,ERR317302_1.fastq,6754.31
44,ERR317302,ERR317302_2.fastq,6754.31
45,ERR317303,ERR317303_1.fastq,3026.34
46,ERR317303,ERR317303_2.fastq,3026.34
47,ERR317304,ERR317304_1.fastq,4675.89
48,ERR317304,ERR317304_2.fastq,4675.89
49,ERR317306,ERR317306_1.fastq,4809.91
50,ERR317306,ERR317306_2.fastq,4809.91
51,ERR317309,ERR317309_1.fastq,4231.4
52,ERR317309,ERR317309_2.fastq,4231.4
53,ERR317311,ERR317311_1.fastq,5721.02
54,ERR317311,ERR317311_2.fastq,5721.02
55,ERR317312,ERR317312_1.fastq,3815.41
56,ERR317312,ERR317312_2.fastq,3815.41
57,ERR317314,ERR317314_1.fastq,2672.33
58,ERR317314,ERR317314_2.fastq,2672.33
59,ERR317316,ERR317316_1.fastq,5488.02
60,ERR317316,ERR317316_2.fastq,5488.02
61,ERR317317,ERR317317_1.fastq,2053.03
62,ERR317317,ERR317317_2.fastq,2053.03
63,ERR317318,ERR317318_1.fastq,2527.29
64,ERR317318,ERR317318_2.fastq,2527.29
65,ERR317319,ERR317319_1.fastq,1969.13
66,ERR317319,ERR317319_2.fastq,1969.13
67,ERR317320,ERR317320_1.fastq,2089.37
68,ERR317320,ERR317320_2.fastq,2089.37
69,ERR317321,ERR317321_1.fastq,3543.94
70,ERR317321,ERR317321_2.fastq,3543.94
71,ERR317325,ERR317325_1.fastq,7702.66
72,ERR317325,ERR317325_2.fastq,7702.66
73,ERR317327,ERR317327_1.fastq,2166.59
74,ERR317327,ERR317327_2.fastq,2166.59
75,ERR317330,ERR317330_1.fastq,4503.69
76,ERR317330,ERR317330_2.fastq,4503.69
77,ERR317333,ERR317333_1.fastq,10247.98
78,ERR317333,ERR317333_2.fastq,10247.98
79,ERR317335,ERR317335_1.fastq,7479.92
80,ERR317335,ERR317335_2.fastq,7479.92
81,ERR317338,ERR317338_1.fastq,6759.22
82,ERR317338,ERR317338_2.fastq,6759.22
83,ERR317339,ERR317339_1.fastq,1762.72
84,ERR317339,ERR317339_2.fastq,1762.72
85,ERR317340,ERR317340_1.fastq,2953.12
86,ERR317340,ERR317340_2.fastq,2953.12
87,ERR317343,ERR317343_1.fastq,4364.33
88,ERR317343,ERR317343_2.fastq,4364.33
89,ERR317344,ERR317344_1.fastq,1.33
90,ERR317344,ERR317344_2.fastq,1.33
91,ERR317345,ERR317345_1.fastq,1.8
92,ERR317345,ERR317345_2.fastq,1.8
93,ERR317346,ERR317346_1.fastq,2297.89
94,ERR317346,ERR317346_2.fastq,2297.89
95,ERR317347,ERR317347_1.fastq,2997.06
96,ERR317347,ERR317347_2.fastq,2997.06
97,ERR317348,ERR317348_1.fastq,4552.1
98,ERR317348,ERR317348_2.fastq,4552.1
99,ERR317349,ERR317349_1.fastq,3517.1
100,ERR317349,ERR317349_2.fastq,3517.1
101,ERR317350,ERR317350_1.fastq,3150.35
102,ERR317350,ERR317350_2.fastq,3150.35
103,ERR317351,ERR317351_1.fastq,11017.13
104,ERR317351,ERR317351_2.fastq,11017.13
105,ERR317352,ERR317352_1.fastq,0.49
106,ERR317352,ERR317352_2.fastq,0.49
107,ERR317354,ERR317354_1.fastq,1927.81
108,ERR317354,ERR317354_2.fastq,1927.81
109,ERR317355,ERR317355_1.fastq,2239.15
110,ERR317355,ERR317355_2.fastq,2239.15
111,ERR317358,ERR317358_1.fastq,10909.98
112,ERR317358,ERR317358_2.fastq,10909.98
113,ERR317359,ERR317359_1.fastq,15157.57
114,ERR317359,ERR317359_2.fastq,15157.57
115,ERR317360,ERR317360_1.fastq,1.82
116,ERR317360,ERR317360_2.fastq,1.82
117,ERR317365,ERR317365_1.fastq,4136.88
118,ERR317365,ERR317365_2.fastq,4136.88
119,ERR317366,ERR317366_1.fastq,16348.34
120,ERR317366,ERR317366_2.fastq,16348.34
121,ERR317371,ERR317371_1.fastq,6142.65
122,ERR317371,ERR317371_2.fastq,6142.65
123,ERR317372,ERR317372_1.fastq,5402.24
124,ERR317372,ERR317372_2.fastq,5402.24
125,ERR317421,ERR317421_1.fastq,3040.36
126,ERR317421,ERR317421_2.fastq,3040.36
127,ERR317433,ERR317433_1.fastq,3053.44
128,ERR317433,ERR317433_2.fastq,3053.44
129,ERR317459,ERR317459_1.fastq,4038.63
130,ERR317459,ERR317459_2.fastq,4038.63
131,ERR317460,ERR317460_1.fastq,3865.7
132,ERR317460,ERR317460_2.fastq,3865.7
133,ERR317465,ERR317465_1.fastq,3296.74
134,ERR317465,ERR317465_2.fastq,3296.74
135,ERR317468,ERR317468_1.fastq,13595.36
136,ERR317468,ERR317468_2.fastq,13595.36
137,ERR317471,ERR317471_1.fastq,3993.74
138,ERR317471,ERR317471_2.fastq,3993.74
139,ERR317472,ERR317472_1.fastq,3817.8
140,ERR317472,ERR317472_2.fastq,3817.8
141,ERR317477,ERR317477_1.fastq,3257.65
142,ERR317477,ERR317477_2.fastq,3257.65
143,ERR317480,ERR317480_1.fastq,13438.9
144,ERR317480,ERR317480_2.fastq,13438.9
145,ERR319977,ERR319977_1.fastq,2459.19
146,ERR319977,ERR319977_2.fastq,2459.19
147,ERR319990,ERR319990_1.fastq,2547.48
148,ERR319990,ERR319990_2.fastq,2547.48
149,ERR320008,ERR320008_1.fastq,2997.79
150,ERR320008,ERR320008_2.fastq,2997.79
151,ERR320010,ERR320010_1.fastq,2526.08
152,ERR320010,ERR320010_2.fastq,2526.08
153,ERR320016,ERR320016_1.fastq,2745.82
154,ERR320016,ERR320016_2.fastq,2745.82
155,ERR320031,ERR320031_1.fastq,2503.89
156,ERR320031,ERR320031_2.fastq,2503.89
157,ERR320052,ERR320052_1.fastq,3087.59
158,ERR320052,ERR320052_2.fastq,3087.59
159,ERR320056,ERR320056_1.fastq,99.94
160,ERR320056,ERR320056_2.fastq,99.94
161,ERR320087,ERR320087_1.fastq,3104.0
162,ERR320087,ERR320087_2.fastq,3104.0
163,ERR320088,ERR320088_1.fastq,3929.51
164,ERR320088,ERR320088_2.fastq,3929.51
165,ERR320090,ERR320090_1.fastq,3711.82
166,ERR320090,ERR320090_2.fastq,3711.82
167,ERR320091,ERR320091_1.fastq,3626.62
168,ERR320091,ERR320091_2.fastq,3626.62
169,ERR320093,ERR320093_1.fastq,3415.42
170,ERR320093,ERR320093_2.fastq,3415.42
171,ERR320095,ERR320095_1.fastq,3884.62
172,ERR320095,ERR320095_2.fastq,3884.62
173,ERR320096,ERR320096_1.fastq,3630.53
174,ERR320096,ERR320096_2.fastq,3630.53
175,ERR320097,ERR320097_1.fastq,4110.39
176,ERR320097,ERR320097_2.fastq,4110.39
177,ERR320098,ERR320098_1.fastq,6619.57
178,ERR320098,ERR320098_2.fastq,6619.57
179,ERR320099,ERR320099_1.fastq,4813.29
180,ERR320099,ERR320099_2.fastq,4813.29
181,ERR320100,ERR320100_1.fastq,5600.6
182,ERR320100,ERR320100_2.fastq,5600.6
183,ERR320102,ERR320102_1.fastq,3501.61
184,ERR320102,ERR320102_2.fastq,3501.61
185,ERR320103,ERR320103_1.fastq,3410.62
186,ERR320103,ERR320103_2.fastq,3410.62
187,ERR320104,ERR320104_1.fastq,4810.38
188,ERR320104,ERR320104_2.fastq,4810.38
189,ERR320105,ERR320105_1.fastq,3440.73
190,ERR320105,ERR320105_2.fastq,3440.73
191,ERR320106,ERR320106_1.fastq,2996.78
192,ERR320106,ERR320106_2.fastq,2996.78
193,ERR320107,ERR320107_1.fastq,4870.5
194,ERR320107,ERR320107_2.fastq,4870.5
195,ERR320108,ERR320108_1.fastq,4250.12
196,ERR320108,ERR320108_2.fastq,4250.12
197,ERR320109,ERR320109_1.fastq,4791.59
198,ERR320109,ERR320109_2.fastq,4791.59
199,ERR320110,ERR320110_1.fastq,4126.05
200,ERR320110,ERR320110_2.fastq,4126.05
201,ERR320111,ERR320111_1.fastq,4036.67
202,ERR320111,ERR320111_2.fastq,4036.67
203,ERR320112,ERR320112_1.fastq,5124.96
204,ERR320112,ERR320112_2.fastq,5124.96
205,ERR320113,ERR320113_1.fastq,4104.69
206,ERR320113,ERR320113_2.fastq,4104.69
207,ERR320114,ERR320114_1.fastq,4228.17
208,ERR320114,ERR320114_2.fastq,4228.17
209,ERR320115,ERR320115_1.fastq,3962.77
210,ERR320115,ERR320115_2.fastq,3962.77
211,ERR320117,ERR320117_1.fastq,4437.69
212,ERR320117,ERR320117_2.fastq,4437.69
213,ERR320118,ERR320118_1.fastq,4337.98
214,ERR320118,ERR320118_2.fastq,4337.98
215,ERR320119,ERR320119_1.fastq,4699.97
216,ERR320119,ERR320119_2.fastq,4699.97
217,ERR320126,ERR320126_1.fastq,7426.25
218,ERR320126,ERR320126_2.fastq,7426.25
219,ERR320127,ERR320127_1.fastq,1072.99
220,ERR320127,ERR320127_2.fastq,1072.99
221,ERR320131,ERR320131_1.fastq,1280.67
222,ERR320131,ERR320131_2.fastq,1280.67
223,ERR320134,ERR320134_1.fastq,4177.65
224,ERR320134,ERR320134_2.fastq,4177.65
225,ERR320135,ERR320135_1.fastq,4883.29
226,ERR320135,ERR320135_2.fastq,4883.29
227,ERR320136,ERR320136_1.fastq,4626.3
228,ERR320136,ERR320136_2.fastq,4626.3
229,ERR320137,ERR320137_1.fastq,3838.28
230,ERR320137,ERR320137_2.fastq,3838.28
231,ERR320139,ERR320139_1.fastq,4460.59
232,ERR320139,ERR320139_2.fastq,4460.59
233,ERR320141,ERR320141_1.fastq,4921.77
234,ERR320141,ERR320141_2.fastq,4921.77
235,ERR320142,ERR320142_1.fastq,4800.41
236,ERR320142,ERR320142_2.fastq,4800.41
237,ERR320143,ERR320143_1.fastq,4753.39
238,ERR320143,ERR320143_2.fastq,4753.39
239,ERR320144,ERR320144_1.fastq,4038.57
240,ERR320144,ERR320144_2.fastq,4038.57
241,ERR320145,ERR320145_1.fastq,4603.96
242,ERR320145,ERR320145_2.fastq,4603.96
243,ERR320146,ERR320146_1.fastq,4198.03
244,ERR320146,ERR320146_2.fastq,4198.03
245,ERR320147,ERR320147_1.fastq,3677.39
246,ERR320147,ERR320147_2.fastq,3677.39
247,ERR320148,ERR320148_1.fastq,4821.85
248,ERR320148,ERR320148_2.fastq,4821.85
249,ERR320149,ERR320149_1.fastq,3849.14
250,ERR320149,ERR320149_2.fastq,3849.14
251,ERR320150,ERR320150_1.fastq,5318.97
252,ERR320150,ERR320150_2.fastq,5318.97
253,ERR320152,ERR320152_1.fastq,4599.42
254,ERR320152,ERR320152_2.fastq,4599.42
255,ERR320154,ERR320154_1.fastq,4253.67
256,ERR320154,ERR320154_2.fastq,4253.67
257,ERR320155,ERR320155_1.fastq,4553.9
258,ERR320155,ERR320155_2.fastq,4553.9
259,ERR320158,ERR320158_1.fastq,4413.19
260,ERR320158,ERR320158_2.fastq,4413.19
261,ERR320159,ERR320159_1.fastq,4411.74
262,ERR320159,ERR320159_2.fastq,4411.74
263,ERR320160,ERR320160_1.fastq,5146.87
264,ERR320160,ERR320160_2.fastq,5146.87
265,ERR320161,ERR320161_1.fastq,3209.42
266,ERR320161,ERR320161_2.fastq,3209.42
267,ERR320163,ERR320163_1.fastq,5932.33
268,ERR320163,ERR320163_2.fastq,5932.33
269,ERR320167,ERR320167_1.fastq,3636.47
270,ERR320167,ERR320167_2.fastq,3636.47
271,ERR320168,ERR320168_1.fastq,4959.63
272,ERR320168,ERR320168_2.fastq,4959.63
273,ERR320199,ERR320199_1.fastq,9166.89
274,ERR320199,ERR320199_2.fastq,9166.89
275,ERR320201,ERR320201_1.fastq,7570.87
276,ERR320201,ERR320201_2.fastq,7570.87
277,ERR320202,ERR320202_1.fastq,9252.13
278,ERR320202,ERR320202_2.fastq,9252.13
279,ERR320211,ERR320211_1.fastq,9206.83
280,ERR320211,ERR320211_2.fastq,9206.83
281,ERR320213,ERR320213_1.fastq,7589.27
282,ERR320213,ERR320213_2.fastq,7589.27
283,ERR320214,ERR320214_1.fastq,9278.07
284,ERR320214,ERR320214_2.fastq,9278.07
285,ERR320220,ERR320220_1.fastq,8474.62
286,ERR320220,ERR320220_2.fastq,8474.62
287,ERR320222,ERR320222_1.fastq,2585.35
288,ERR320222,ERR320222_2.fastq,2585.35
289,ERR320223,ERR320223_1.fastq,7637.53
290,ERR320223,ERR320223_2.fastq,7637.53
291,ERR320227,ERR320227_1.fastq,6769.43
292,ERR320227,ERR320227_2.fastq,6769.43
293,ERR320228,ERR320228_1.fastq,2084.95
294,ERR320228,ERR320228_2.fastq,2084.95
295,ERR320232,ERR320232_1.fastq,8432.37
296,ERR320232,ERR320232_2.fastq,8432.37
297,ERR320234,ERR320234_1.fastq,2573.16
298,ERR320234,ERR320234_2.fastq,2573.16
299,ERR320235,ERR320235_1.fastq,7607.76
300,ERR320235,ERR320235_2.fastq,7607.76
301,ERR320239,ERR320239_1.fastq,6734.33
302,ERR320239,ERR320239_2.fastq,6734.33
303,ERR320240,ERR320240_1.fastq,2077.65
304,ERR320240,ERR320240_2.fastq,2077.65
305,ERR323407,ERR323407_1.fastq,7675.34
306,ERR323407,ERR323407_2.fastq,7675.34
307,ERR323408,ERR323408_1.fastq,3645.34
308,ERR323408,ERR323408_2.fastq,3645.34
309,ERR323409,ERR323409_1.fastq,5540.73
310,ERR323409,ERR323409_2.fastq,5540.73
311,ERR323411,ERR323411_1.fastq,5533.34
312,ERR323411,ERR323411_2.fastq,5533.34
313,ERR323414,ERR323414_1.fastq,4989.66
314,ERR323414,ERR323414_2.fastq,4989.66
315,ERR323416,ERR323416_1.fastq,6743.65
316,ERR323416,ERR323416_2.fastq,6743.65
317,ERR323417,ERR323417_1.fastq,4747.15
318,ERR323417,ERR323417_2.fastq,4747.15
319,ERR323419,ERR323419_1.fastq,7993.63
320,ERR323419,ERR323419_2.fastq,7993.63
321,ERR323420,ERR323420_1.fastq,3794.28
322,ERR323420,ERR323420_2.fastq,3794.28
323,ERR323421,ERR323421_1.fastq,5764.11
324,ERR323421,ERR323421_2.fastq,5764.11
325,ERR323423,ERR323423_1.fastq,5759.8
326,ERR323423,ERR323423_2.fastq,5759.8
327,ERR323426,ERR323426_1.fastq,5197.24
328,ERR323426,ERR323426_2.fastq,5197.24
329,ERR323428,ERR323428_1.fastq,7025.35
330,ERR323428,ERR323428_2.fastq,7025.35
331,ERR323429,ERR323429_1.fastq,4937.91
332,ERR323429,ERR323429_2.fastq,4937.91
333,ERR323431,ERR323431_1.fastq,4044.4
334,ERR323431,ERR323431_2.fastq,4044.4
335,ERR323433,ERR323433_1.fastq,7965.99
336,ERR323433,ERR323433_2.fastq,7965.99
337,ERR323434,ERR323434_1.fastq,3252.19
338,ERR323434,ERR323434_2.fastq,3252.19
339,ERR323435,ERR323435_1.fastq,3948.05
340,ERR323435,ERR323435_2.fastq,3948.05
341,ERR323436,ERR323436_1.fastq,3109.09
342,ERR323436,ERR323436_2.fastq,3109.09
343,ERR323437,ERR323437_1.fastq,3265.44
344,ERR323437,ERR323437_2.fastq,3265.44
345,ERR323438,ERR323438_1.fastq,5069.91
346,ERR323438,ERR323438_2.fastq,5069.91
347,ERR323442,ERR323442_1.fastq,11008.04
348,ERR323442,ERR323442_2.fastq,11008.04
349,ERR323443,ERR323443_1.fastq,4101.92
350,ERR323443,ERR323443_2.fastq,4101.92
351,ERR323445,ERR323445_1.fastq,8077.31
352,ERR323445,ERR323445_2.fastq,8077.31
353,ERR323446,ERR323446_1.fastq,3298.2
354,ERR323446,ERR323446_2.fastq,3298.2
355,ERR323447,ERR323447_1.fastq,4001.21
356,ERR323447,ERR323447_2.fastq,4001.21
357,ERR323448,ERR323448_1.fastq,3151.38
358,ERR323448,ERR323448_2.fastq,3151.38
359,ERR323449,ERR323449_1.fastq,3311.4
360,ERR323449,ERR323449_2.fastq,3311.4
361,ERR323450,ERR323450_1.fastq,5140.81
362,ERR323450,ERR323450_2.fastq,5140.81
363,ERR323454,ERR323454_1.fastq,11162.01
364,ERR323454,ERR323454_2.fastq,11162.01
365,ERR323455,ERR323455_1.fastq,9633.27
366,ERR323455,ERR323455_2.fastq,9633.27
367,ERR323456,ERR323456_1.fastq,2813.99
368,ERR323456,ERR323456_2.fastq,2813.99
369,ERR323457,ERR323457_1.fastq,4430.26
370,ERR323457,ERR323457_2.fastq,4430.26
371,ERR323460,ERR323460_1.fastq,6577.66
372,ERR323460,ERR323460_2.fastq,6577.66
373,ERR323461,ERR323461_1.fastq,2.06
374,ERR323461,ERR323461_2.fastq,2.06
375,ERR323462,ERR323462_1.fastq,2.71
376,ERR323462,ERR323462_2.fastq,2.71
377,ERR323463,ERR323463_1.fastq,3656.53
378,ERR323463,ERR323463_2.fastq,3656.53
379,ERR323464,ERR323464_1.fastq,4767.47
380,ERR323464,ERR323464_2.fastq,4767.47
381,ERR323465,ERR323465_1.fastq,6958.8
382,ERR323465,ERR323465_2.fastq,6958.8
383,ERR323466,ERR323466_1.fastq,5421.78
384,ERR323466,ERR323466_2.fastq,5421.78
385,ERR323467,ERR323467_1.fastq,9682.56
386,ERR323467,ERR323467_2.fastq,9682.56
387,ERR323468,ERR323468_1.fastq,2828.72
388,ERR323468,ERR323468_2.fastq,2828.72
389,ERR323469,ERR323469_1.fastq,4455.55
390,ERR323469,ERR323469_2.fastq,4455.55
391,ERR323472,ERR323472_1.fastq,6615.07
392,ERR323472,ERR323472_2.fastq,6615.07
393,ERR323473,ERR323473_1.fastq,2.05
394,ERR323473,ERR323473_2.fastq,2.05
395,ERR323474,ERR323474_1.fastq,2.7
396,ERR323474,ERR323474_2.fastq,2.7
397,ERR323475,ERR323475_1.fastq,3675.95
398,ERR323475,ERR323475_2.fastq,3675.95
399,ERR323476,ERR323476_1.fastq,4792.86
400,ERR323476,ERR323476_2.fastq,4792.86
401,ERR323477,ERR323477_1.fastq,6997.7
402,ERR323477,ERR323477_2.fastq,6997.7
403,ERR323478,ERR323478_1.fastq,5446.7
404,ERR323478,ERR323478_2.fastq,5446.7
405,ERR323529,ERR323529_1.fastq,4161.5
406,ERR323529,ERR323529_2.fastq,4161.5
407,ERR323530,ERR323530_1.fastq,5240.99
408,ERR323530,ERR323530_2.fastq,5240.99
409,ERR323532,ERR323532_1.fastq,4972.86
410,ERR323532,ERR323532_2.fastq,4972.86
411,ERR323533,ERR323533_1.fastq,4816.11
412,ERR323533,ERR323533_2.fastq,4816.11
413,ERR323535,ERR323535_1.fastq,4545.38
414,ERR323535,ERR323535_2.fastq,4545.38
415,ERR323537,ERR323537_1.fastq,5262.62
416,ERR323537,ERR323537_2.fastq,5262.62
417,ERR323538,ERR323538_1.fastq,4838.09
418,ERR323538,ERR323538_2.fastq,4838.09
419,ERR323541,ERR323541_1.fastq,4146.09
420,ERR323541,ERR323541_2.fastq,4146.09
421,ERR323542,ERR323542_1.fastq,5223.97
422,ERR323542,ERR323542_2.fastq,5223.97
423,ERR323544,ERR323544_1.fastq,4955.1
424,ERR323544,ERR323544_2.fastq,4955.1
425,ERR323545,ERR323545_1.fastq,4797.51
426,ERR323545,ERR323545_2.fastq,4797.51
427,ERR323547,ERR323547_1.fastq,4531.59
428,ERR323547,ERR323547_2.fastq,4531.59
429,ERR323549,ERR323549_1.fastq,5242.68
430,ERR323549,ERR323549_2.fastq,5242.68
431,ERR323550,ERR323550_1.fastq,4820.66
432,ERR323550,ERR323550_2.fastq,4820.66
433,ERR323551,ERR323551_1.fastq,4149.54
434,ERR323551,ERR323551_2.fastq,4149.54
435,ERR323552,ERR323552_1.fastq,6670.07
436,ERR323552,ERR323552_2.fastq,6670.07
437,ERR323553,ERR323553_1.fastq,4856.57
438,ERR323553,ERR323553_2.fastq,4856.57
439,ERR323554,ERR323554_1.fastq,5659.12
440,ERR323554,ERR323554_2.fastq,5659.12
441,ERR323556,ERR323556_1.fastq,3535.47
442,ERR323556,ERR323556_2.fastq,3535.47
443,ERR323557,ERR323557_1.fastq,3441.56
444,ERR323557,ERR323557_2.fastq,3441.56
445,ERR323558,ERR323558_1.fastq,4849.01
446,ERR323558,ERR323558_2.fastq,4849.01
447,ERR323559,ERR323559_1.fastq,3472.8
448,ERR323559,ERR323559_2.fastq,3472.8
449,ERR323560,ERR323560_1.fastq,3017.87
450,ERR323560,ERR323560_2.fastq,3017.87
451,ERR323561,ERR323561_1.fastq,4913.23
452,ERR323561,ERR323561_2.fastq,4913.23
453,ERR323562,ERR323562_1.fastq,4285.86
454,ERR323562,ERR323562_2.fastq,4285.86
455,ERR323563,ERR323563_1.fastq,4155.08
456,ERR323563,ERR323563_2.fastq,4155.08
457,ERR323564,ERR323564_1.fastq,6683.01
458,ERR323564,ERR323564_2.fastq,6683.01
459,ERR323565,ERR323565_1.fastq,4862.7
460,ERR323565,ERR323565_2.fastq,4862.7
461,ERR323566,ERR323566_1.fastq,5669.42
462,ERR323566,ERR323566_2.fastq,5669.42
463,ERR323568,ERR323568_1.fastq,3536.69
464,ERR323568,ERR323568_2.fastq,3536.69
465,ERR323569,ERR323569_1.fastq,3448.74
466,ERR323569,ERR323569_2.fastq,3448.74
467,ERR323570,ERR323570_1.fastq,4860.5
468,ERR323570,ERR323570_2.fastq,4860.5
469,ERR323571,ERR323571_1.fastq,3481.31
470,ERR323571,ERR323571_2.fastq,3481.31
471,ERR323572,ERR323572_1.fastq,3025.23
472,ERR323572,ERR323572_2.fastq,3025.23
473,ERR323573,ERR323573_1.fastq,4920.71
474,ERR323573,ERR323573_2.fastq,4920.71
475,ERR323574,ERR323574_1.fastq,4292.38
476,ERR323574,ERR323574_2.fastq,4292.38
477,ERR323575,ERR323575_1.fastq,4935.22
478,ERR323575,ERR323575_2.fastq,4935.22
479,ERR323576,ERR323576_1.fastq,4247.68
480,ERR323576,ERR323576_2.fastq,4247.68
481,ERR323577,ERR323577_1.fastq,4165.16
482,ERR323577,ERR323577_2.fastq,4165.16
483,ERR323578,ERR323578_1.fastq,5291.61
484,ERR323578,ERR323578_2.fastq,5291.61
485,ERR323579,ERR323579_1.fastq,4229.48
486,ERR323579,ERR323579_2.fastq,4229.48
487,ERR323580,ERR323580_1.fastq,4361.6
488,ERR323580,ERR323580_2.fastq,4361.6
489,ERR323581,ERR323581_1.fastq,4093.37
490,ERR323581,ERR323581_2.fastq,4093.37
491,ERR323583,ERR323583_1.fastq,4569.83
492,ERR323583,ERR323583_2.fastq,4569.83
493,ERR323584,ERR323584_1.fastq,4479.6
494,ERR323584,ERR323584_2.fastq,4479.6
495,ERR323585,ERR323585_1.fastq,4849.97
496,ERR323585,ERR323585_2.fastq,4849.97
497,ERR323587,ERR323587_1.fastq,4902.96
498,ERR323587,ERR323587_2.fastq,4902.96
499,ERR323588,ERR323588_1.fastq,4216.67
500,ERR323588,ERR323588_2.fastq,4216.67
501,ERR323589,ERR323589_1.fastq,4136.38
502,ERR323589,ERR323589_2.fastq,4136.38
503,ERR323590,ERR323590_1.fastq,5255.62
504,ERR323590,ERR323590_2.fastq,5255.62
505,ERR323591,ERR323591_1.fastq,4200.54
506,ERR323591,ERR323591_2.fastq,4200.54
507,ERR323592,ERR323592_1.fastq,4330.51
508,ERR323592,ERR323592_2.fastq,4330.51
509,ERR323593,ERR323593_1.fastq,4068.64
510,ERR323593,ERR323593_2.fastq,4068.64
511,ERR323595,ERR323595_1.fastq,4538.74
512,ERR323595,ERR323595_2.fastq,4538.74
513,ERR323596,ERR323596_1.fastq,4447.61
514,ERR323596,ERR323596_2.fastq,4447.61
515,ERR323597,ERR323597_1.fastq,4814.34
516,ERR323597,ERR323597_2.fastq,4814.34
517,ERR323604,ERR323604_1.fastq,7490.6
518,ERR323604,ERR323604_2.fastq,7490.6
519,ERR323605,ERR323605_1.fastq,1076.81
520,ERR323605,ERR323605_2.fastq,1076.81
521,ERR323609,ERR323609_1.fastq,1296.56
522,ERR323609,ERR323609_2.fastq,1296.56
523,ERR323616,ERR323616_1.fastq,7461.92
524,ERR323616,ERR323616_2.fastq,7461.92
525,ERR323617,ERR323617_1.fastq,1076.19
526,ERR323617,ERR323617_2.fastq,1076.19
527,ERR323621,ERR323621_1.fastq,1294.22
528,ERR323621,ERR323621_2.fastq,1294.22
529,ERR323624,ERR323624_1.fastq,4188.58
530,ERR323624,ERR323624_2.fastq,4188.58
531,ERR323625,ERR323625_1.fastq,4850.26
532,ERR323625,ERR323625_2.fastq,4850.26
533,ERR323626,ERR323626_1.fastq,4617.7
534,ERR323626,ERR323626_2.fastq,4617.7
535,ERR323627,ERR323627_1.fastq,3818.59
536,ERR323627,ERR323627_2.fastq,3818.59
537,ERR323629,ERR323629_1.fastq,4428.17
538,ERR323629,ERR323629_2.fastq,4428.17
539,ERR323631,ERR323631_1.fastq,4871.62
540,ERR323631,ERR323631_2.fastq,4871.62
541,ERR323632,ERR323632_1.fastq,4778.75
542,ERR323632,ERR323632_2.fastq,4778.75
543,ERR323633,ERR323633_1.fastq,4711.81
544,ERR323633,ERR323633_2.fastq,4711.81
545,ERR323634,ERR323634_1.fastq,4022.3
546,ERR323634,ERR323634_2.fastq,4022.3
547,ERR323636,ERR323636_1.fastq,4184.87
548,ERR323636,ERR323636_2.fastq,4184.87
549,ERR323637,ERR323637_1.fastq,4841.66
550,ERR323637,ERR323637_2.fastq,4841.66
551,ERR323638,ERR323638_1.fastq,4611.53
552,ERR323638,ERR323638_2.fastq,4611.53
553,ERR323639,ERR323639_1.fastq,3814.24
554,ERR323639,ERR323639_2.fastq,3814.24
555,ERR323641,ERR323641_1.fastq,4425.09
556,ERR323641,ERR323641_2.fastq,4425.09
557,ERR323643,ERR323643_1.fastq,4870.74
558,ERR323643,ERR323643_2.fastq,4870.74
